Index,Lat,Long,NPPTotal_gm2y,Age_yr,BiomassTotal_gm2,Lgs_mo,MAT_C,MAP_mm,LeafType,TEB_DD,Source,SourceIndex,SourcePrimary,Methodology for biomass and production
1034,26.67,99.8,734,70,17166,7,9.116666667,975.9,broadleaf,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1049,26.23,99.38,1339,45,17565,9,12.03333333,1051.5,broadleaf,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1234,64.21,19.5,602,180,19400,5,1.35,600.5,broadleaf,3.45,Luyssaert et al. (2009),Aheden,Schulze (2000),
133,37.83,111.5,1452,31,15546,5,4.908333333,625.4,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
171,33.3,108.3,780,76,14003,9,12.225,916.1,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
303,27.02,99.62,750,100,28381,7,9.941666667,930.6,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
370,36.7,112.12,581,50,8156,6,5.008333333,712.1,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1073,25.72,99.38,865,50,14655,11,13.59166667,1066.2,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1080,25.43,99.62,1046,25,10473,12,15.25833333,1015.5,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1081,25.58,99.62,939,30,10944,11,13.8,1048.4,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1086,25.37,99.74,702,50,12079,12,14.69166667,1027.9,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1087,25.43,99.74,1306,30,15198,12,14.69166667,1027.9,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1088,25.87,99.74,752,45,11719,11,13.85,1050.7,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1089,26.95,99.75,741,35,9639,7,9.25,951.7,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1090,25.28,99.79,644,70,13085,11,14.63333333,1024.7,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1091,25.58,99.8,764,35,10013,12,14.88333333,1035.1,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1092,25.28,99.85,744,45,11707,12,16.41666667,1004.2,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1104,26.45,100.89,1237,100,31308,10,13.21666667,141.6,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1109,28,102.5,1432,23,9481,7,8.433333333,132.9,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1150,30.8,116.3,2168,28,21882,9,14.53333333,99.1,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1152,27,118.9,1388,160,24849,12,15.33333333,94.8,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1165,33.35,108.35,1354,29,9288,7,8.683333333,903.1,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1196,27.4,106.2,795,74,13559,12,14.94166667,1077.1,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1197,28.28,105.87,1148,36,12731,12,14.25,1067.8,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1200,28.65,108.59,729,29,6597,12,15.86666667,1305.5,needle,3.45,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1065,21.7,108.3,2663,49,27215,12,22.68333333,1847.3,broadleaf,3.55,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1068,21.85,108.7,1809,18,9925,12,22.6,1970.6,broadleaf,3.55,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1132,21.75,108.4,1755,39,15511,8,22.78333333,82.7,needle,3.55,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
844,23.57,108.36,2070,20,12810,12,19.54166667,1470,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
853,26,110.6,1855,42,21687,12,15.13333333,1675,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
855,26,110.6,1627,3,4739,12,15.13333333,1675,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
960,26.35,110.2,1873,34,17882,12,15.46666667,1564.2,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
974,25.88,111.76,2230,21,15680,12,17.23333333,1531.8,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
976,26.72,110.12,1569,75,28821,12,16.06666667,1453.6,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
981,26.35,109.84,2342,22,17161,12,16.04166667,1503.4,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
985,24.98,112.82,1854,26,15415,12,15.6,1883.2,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
994,26.25,113.68,1810,55,22639,12,15.71666667,1660.8,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
995,26.28,113.64,1423,60,23290,11,15.35833333,1660.8,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
997,26.25,113.84,2076,55,25924,10,13.59166667,1842.1,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
998,26.35,113.64,1433,64,19694,12,16.85,1554.7,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1003,28.23,114.02,2649,22,19861,12,16.425,1630.8,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1047,25.5,99.14,1520,55,30032,9,13.10833333,1121.7,broadleaf,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1103,26.45,100.76,533,80,11265,10,13.025,1015.6,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1117,25.7,116.9,1372,53,22682,12,17.44166667,108.9,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1122,26.63,109.35,1385,21,10560,12,15.575,98.7,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1126,27.62,109.58,1484,30,13847,11,15.525,95.7,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1136,26,110.6,1155,30,11663,12,15.13333333,89.7,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1138,26.5,110.1,2033,54,36693,12,16.50833333,96.1,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1188,27.12,110.23,713,32,7722,9,14.125,1509.7,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1192,25.68,116.9,1007,53,18495,12,17.44166667,1792.7,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
1199,28.5,102.1,748,220,26425,7,9.908333333,952.1,needle,3.8,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
55,35.28,-84,1380,222,57820,9,12.06666667,1710.6,broadleaf,3.9,Cannell (1982),page  250,Whittaker (1966); Whittaker and Woodwell (1971),Published allometries.
1225,35.96,-84.28,916,30,14560,9,14.1,1322.6,broadleaf,3.9,Luyssaert et al. (2009),Walker Branch,DeAngelis et al. (1981),
1227,35.97,-84.28,1082,30,16092,9,14.1,1322.6,broadleaf,3.9,Luyssaert et al. (2009),Walker Branch_3,DeAngelis et al. (1981),
1228,35.97,-84.28,760,30,13338,9,14.1,1322.6,broadleaf,3.9,Luyssaert et al. (2009),Walker Branch_4,DeAngelis et al. (1981),
1226,35.97,-84.28,824,30,14562,9,14.1,1322.6,needle,3.9,Luyssaert et al. (2009),Walker Branch_2,DeAngelis et al. (1981),
883,26.4,108.2,1680,43,21196,10,12.7,1358.9,broadleaf,3.95,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
967,25.2,111.95,2251,40,23962,11,14.90833333,1822.6,broadleaf,3.95,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
808,29.3,110.1,1200,130,19515,12,15.60833333,1471,broadleaf,4.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
860,28.35,105.83,633,51,9895,12,15.7,1076.2,broadleaf,4.05,Luo (1996); Ni et al. (2001),,,"Site allometries, harvests, root excavation, regional growth allometries, litterfall traps, leaf residence times."
