year_of_inventory,region,diameter_mm,stem_volume_m3,tree_age,period,landuse_code,landuse_char,within_formally_protected_areas
1928,Rest of Sweden,122,0.051971,50,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,246,0.289020025,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,460,1.475177054,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,278,0.538989346,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,312,0.668423681,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,454,1.87670496,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,403,1.213617569,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,373,1.232258148,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,605,2.930025361,127,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,575,3.239326081,132,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,352,0.994006729,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,344,1.059341307,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,423,1.33015758,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,355,0.664057176,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,433,0.908946173,88,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,178,0.135585961,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,595,2.986679386,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,450,1.845578723,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,326,0.909181579,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,357,0.965783551,102,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,397,1.385193889,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,559,2.786545634,117,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,414,1.577115697,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,629,3.32265363,132,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,441,1.866660101,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,456,1.708183205,127,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,386,1.247029375,102,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,348,0.869788845,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,356,0.960708693,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,610,2.26053312,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,408,1.242253362,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,588,3.222927838,138,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,377,0.794427349,108,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,280,0.579552826,98,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,442,2.062890643,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,560,2.271623334,123,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,376,1.187040197,108,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,119,0.043018854,33,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,206,0.178190909,43,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,286,0.534711091,88,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,164,0.116452483,38,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,210,0.214919303,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,448,0.787443557,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,368,0.911786346,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,274,0.406832347,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,237,0.289389483,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,367,0.854619101,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,303,0.595686365,73,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,151,0.09998044,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,350,0.68976299,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,363,0.739236945,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,151,0.084512929,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,262,0.30261769,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,215,0.178444186,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,211,0.28584891,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,261,0.450992131,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,315,0.807884734,68,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,101,0.019591537,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,415,0.63026953,95,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,523,1.308758279,98,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,379,1.269657278,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,332,0.707263053,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,939,7.945814785,132,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,910,7.125479625,117,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,356,1.015276776,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,607,3.26200568,117,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,398,1.120468478,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,371,0.872343875,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,307,0.648521041,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,226,0.246506709,88,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,476,1.757606284,118,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,360,0.927071366,98,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,241,0.278076169,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,552,1.453047988,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,331,0.438939278,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,420,1.03916972,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,393,1.093979171,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,505,1.863643488,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,401,1.561130688,117,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,425,1.916408938,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,594,2.828646087,122,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,414,1.577115697,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,369,1.271084485,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,558,2.380888578,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,565,3.132773673,127,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,438,1.753756425,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,394,1.296080907,117,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,761,5.807605517,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,302,0.521890744,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,304,0.528420368,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,455,1.791550934,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,378,1.0754307,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,482,2.101851895,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,433,1.716186172,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,392,1.352597957,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,347,1.076626341,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,214,0.176877252,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,404,1.358720559,102,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,325,0.638741781,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,367,1.134308911,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,162,0.088333384,58,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,125,0.040679266,28,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,108,0.069454762,45,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,169,0.1548708,32,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,233,0.365637021,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,344,0.952139074,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,732,4.015475035,132,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,265,0.225886928,93,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,242,0.322435267,62,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,288,0.575621282,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,354,0.847425064,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,401,1.011060227,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,255,0.43195368,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,366,0.422208596,108,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,223,0.337306589,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,176,0.143600951,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,325,0.903999891,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,158,0.137003767,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,126,0.060415141,29,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,254,0.20817906,58,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,178,0.08812285,38,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,468,1.278257268,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,267,0.470438621,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,102,0.067888413,38,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,121,0.078529003,43,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,127,0.085628756,43,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,194,0.099277339,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,136,0.082523519,39,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,462,1.751067942,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,453,1.776672898,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,383,1.294899219,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,251,0.419488067,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,341,1.0972344,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,358,1.141195171,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,392,1.352597957,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,292,0.626525866,88,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,162,0.12323498,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,119,0.082393513,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,244,0.398109619,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,464,1.674295402,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,499,1.723183185,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,398,0.996729549,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,362,0.689220422,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,187,0.106113551,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,503,1.38030985,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,310,0.548251876,102,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,419,0.971887744,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,312,0.554943258,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,347,0.67858856,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,229,0.354168835,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,141,0.138150235,45,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,257,0.465960105,62,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.152802408,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,486,1.291895437,108,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,430,1.021312488,108,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,260,0.394110142,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,632,2.564886498,107,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,347,0.67858856,97,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,213,0.350723008,57,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,312,0.453193042,67,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,637,3.578137018,138,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,344,0.667505118,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,255,0.331932806,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,355,1.243367734,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,356,1.071479295,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,362,1.289404545,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,316,0.68456134,58,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,223,0.29631706,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,260,0.505307358,69,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,191,0.238292928,52,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,305,0.497893939,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,468,1.201464778,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,434,1.396524326,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,248,0.410257869,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,305,0.497893939,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,386,0.940426931,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,251,0.393816141,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,216,0.243424936,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,393,0.915529606,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,278,0.605884838,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,167,0.199602141,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,209,0.280900483,62,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,323,0.713263278,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,110,0.028732656,27,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,411,1.634965326,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,330,0.787276288,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,202,0.134237848,68,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,161,0.103685736,44,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,161,0.103685736,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,394,0.660159302,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,224,0.340088627,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,162,0.154118055,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,242,0.344806345,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,135,0.074853914,32,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,102,0.035609389,29,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,153,0.119894598,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,218,0.198220782,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,123,0.057792889,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,195,0.231511445,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,294,0.528997767,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,101,0.033295173,30,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,206,0.291746099,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,247,0.291234038,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,275,0.497002,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,321,0.70500285,78,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,251,0.446064572,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,167,0.151541604,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,600,2.883723,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,309,0.823095451,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,387,1.320388509,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,152,0.14742122,47,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,491,1.670743496,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,350,0.930539103,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,415,1.355045982,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,502,2.05051305,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,573,2.778807247,58,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,147,0.095162955,32,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,310,0.700396652,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,274,0.659258919,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,350,0.98345576,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,266,0.384818602,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,392,0.802349711,92,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,187,0.186446456,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,211,0.344764025,67,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,313,0.595038977,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,297,0.724273428,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,386,1.313992997,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,300,0.73789344,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,443,1.703210281,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,360,1.03677097,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,240,0.51737568,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,595,3.296666806,117,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,451,1.264922947,97,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,262,0.30261769,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,334,0.631217454,62,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,486,1.212337718,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,363,0.787311079,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,439,0.996822493,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,383,0.871718825,91,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,223,0.358918799,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,153,0.138997443,55,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,264,0.432596024,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,278,0.314305627,53,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,380,0.806511666,86,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,321,0.585554912,95,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,225,0.26264016,86,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,412,0.882532126,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,345,0.44079259,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,132,0.04513762,55,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,168,0.086505822,36,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,246,0.164572363,50,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,271,0.322630409,44,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,156,0.089813705,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,408,0.75741781,74,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,436,1.257784256,85,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,248,0.21597725,73,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,325,0.85629674,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,350,0.829467223,79,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,483,1.276596189,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,186,0.109811821,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,426,0.823092769,18,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,360,0.72766823,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,257,0.250474823,46,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,354,0.428671639,53,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,227,0.306222035,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,357,0.546078971,61,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,430,1.15484928,94,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,189,0.139942331,59,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,458,0.707418289,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,201,0.121838819,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,272,0.374778364,90,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,314,0.288445874,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,159,0.101302604,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,212,0.112513401,94,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,178,0.135585961,71,1923-1929,1,Productive forestland,1
1928,Rest of Sweden,197,0.163865682,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,630,2.003638184,118,1923-1929,2,Agricultural land,0
1928,Rest of Sweden,384,0.628262117,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,465,0.846483947,100,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,172,0.09046786,78,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,341,0.353137895,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,240,0.219855974,82,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,270,0.254192761,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,379,0.56969819,74,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,153,0.079319897,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,435,0.799182983,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,214,0.206671772,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,328,0.431331228,68,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,260,0.394110142,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,338,0.604889695,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,206,0.239148106,69,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,401,0.893649562,78,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,191,0.193857531,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,229,0.271413233,70,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,349,0.777101827,86,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,291,0.369390172,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,330,0.616985464,78,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,227,0.167773725,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,140,0.06715324,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,333,0.411699472,56,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,209,0.155863691,54,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,653,3.053095125,128,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,211,0.304806211,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,468,1.794482773,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,468,1.357691213,107,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,274,0.379989267,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,326,0.602915231,89,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,489,1.390619437,83,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,433,1.03500427,80,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,214,0.149869892,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,262,0.220985944,62,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,391,0.697894639,76,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,313,0.311602361,94,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,359,0.870141802,87,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,207,0.179819489,62,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,263,0.402645902,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,201,0.121838819,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,420,1.03916972,127,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,373,0.474415393,53,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,322,0.48126508,84,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,393,0.859928461,78,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,319,0.472755121,75,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,273,0.259644576,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,421,0.861121726,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,182,0.100760067,70,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,191,0.208088732,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,451,0.634573642,81,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,123,0.037486965,35,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,211,0.249977519,57,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,198,0.178727632,53,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,212,0.18807305,42,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,376,0.52054032,49,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,298,0.476531479,63,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,102,0.024871443,28,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,347,0.67858856,88,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,520,1.052104498,89,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,444,1.227676339,108,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,388,0.736257675,98,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,159,0.17111634,37,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,139,0.072445524,43,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,317,0.269636234,51,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,259,0.296088739,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,356,0.75878072,73,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,424,0.932470525,79,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,397,0.669882242,94,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,230,0.254740123,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,154,0.121326105,48,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,399,0.583985121,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,275,0.38260816,58,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,462,0.897974871,65,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,365,0.951476036,72,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,411,1.124142643,77,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,171,0.116014646,60,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,136,0.047789076,33,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,360,0.59561244,70,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,334,0.446613727,71,1923-1929,1,Productive forestland,0
1928,Rest of Sweden,431,0.841819621,93,1923-1929,2,Agricultural land,0
